Common_Name,Family,Location,Dimensions,Description,Scientific_Name
fringed_polypore,Polyporaceae,"Europe, North America and Asia ","Cap 2-12 cm diameter, stem 2-4 cm tall * 0.2-0.7 cm thick","Polyporus ciliatus, also known as Fringed Polypore, is a polypore that grows on fallen branches of deciduous trees annually in spring and early summer. 

Cap upper surface greyish brown or yellowish-brown, convex at first, flattening with a depressed (umbilicate) centre. Particularly towards the margin, the cap surface is usually covered in tiny bristly hairs. The flesh is white and leathery. Stem variable in colour, often pale yellowish brown or tawny-buff, more or less equal, typically curved and sometimes thickened at the base. Pores whitish cream to buff, circular, elongating with age. Spore print white.

Microscopic Features: The spores are subcylindrical, often slightly allantoid, smooth, measuring 5-6 x 1.5-2.5碌m, and are inamyloid.

Polyporus ciliatus on the www.first-nature.com web site.
",polyporus_ciliatus
dryad鈥檚_saddle,Polyporaceae,"Europe, North America and Asia","Cap 5-30 cm diameter, 0.5-5 cm thick","Polyporus squamosus, also known as Cerioporus squamosus or Dryad鈥檚 Saddle, is a polypore that has a distinctive fan or saddle-shaped fruiting body with scaly brownish caps. It grows annually, alone or in clusters of two or three, on broad-leaf trees, also on stumps, favouring beech, elm and sycamore.

Cap varies in shape but is usually semicircular, kidney-shaped, or fan-shaped. It starts off broadly convex and becomes flat, shallowly or deeply depressed as it matures. The cap is dry and ranges in colour from pale tan to creamy yellowish, with prominent large, flattened, brown to blackish scales that are somewhat arranged radially. The thin margin of the cap is initially curved inward and later becomes even. On the underside, it has whitish cream pores that are made up of tubes packed together closely. The tubes are between 5 and 10 mm long. Stem thick and typically off-center or lateral. It starts off whitish but quickly becomes covered, starting from the base, with a velvety, dark brown to black tomentum. Spore print white.

Microscopic Features: The spores are oblong-ellipsoidal in shape, smooth, and measure approximately 10-15 x 4-5.5碌m.

Polyporus squamosus on the Nature First Web site.

Polyporus squamosus on the MushroomExpert.Com Web site.",polyporus_squamosus
common_park_psathyrella,Coprinaceae,"North America, Europe","Cap 2-6 cm diameter, stem 4-8 cm tall * 0.4-0.8 cm thick","Psathyrella candolleana, also known as the Common Park Psathyrella, is a moderately sized agaric with a cap whose colour varies from white to golden brown. The margin is irregular and radially asymmetrical, which is a defining characteristic of this species. The mushroom typically grows tufted on soil near broad-leaf trees, as well as on stumps and other woody debris.

Cap starts rounded-conical or convex, later becoming broadly convex, bell-shaped, or nearly flat. It often develops shallow radial wrinkles and is dry. The cap is initially honey-yellow but changes to pale brownish or nearly white as it dries out. The flesh is white and thin. Gills at first pallid grey with liliaceous tinge, grey- to chocolate-brown as mature, adnate or adnexed, crowded. Stem white, fragile, hollow and smooth, sometimes with loosely clinging partial veil remnants in a ring-like zone. Spore print dark purplish brown.

Microscopic Features: The spores are ellipsoidal, smooth, measuring 6.5-9.5 x 4-5渭m, and have a germ pore.

Psathyrella candolleana on the First Nature Web site.

Psathyrella candolleana on the MushroomExpert.Com Web site.
",psathyrella_candolleana
tiny_psathyrella,Coprinaceae,Europe,"Cap 1-4 cm diameter, stem 4-8 cm tall * 0.15-0.3 cm thick","Psathyrella microrrhiza, also known as the Tiny Psathyrella, is a small, delicate agaric with a hygrophanous cap. Initially, it has scattered white fibrils or fibrillose scales on the outer part of the cap, which persist at the margin. This mushroom grows along roadsides in forests or on ruderal sites, often on remnants of wood or on leaf litter.

Cap initially obtuse-conic, progressing to campanulate or convex-umbonate as it matures. The cap is initially adorned with scattered white fibrils or fibrillose scales on the outer part, which persist along the margin. When drying, the cap may exhibit a pinkish tinge around the margin, and the gill edge may sometimes appear pinkish and flocculose. It is hygrophanous, medium-brown fading to pale buff-brown. Gills adnexed, moderately broad, close to crowded, pale dingy-buff, becoming brownish-grey in age. Stem slender, thin, fragile, stuffed at maturity, more or less equal and may have veil remnants present in the lower part of the stem. Spore print dark brown to purple-brown.

Microscopic Features: Spores measure 11-14 x 6-7 渭m and are smooth in shape, featuring a germ pore.
",psathyrella_microrrhiza
liberty_cap,Strophariaceae,"Europe, North America","Cap 0.5-2 cm diameter, stem 2.5-7 cm tall * 0.1-0.2 cm thick","Psilocybe semilanceata, also known as Liberty Cap, is a hallucinogenic mushroom that contains the psychoactive compounds psilocybin. It has a distinctive yellowish conical to bell-shaped cap with a small nipple-like protrusion on the top. The mushroom grows in scattered trooping groups, on soil amongst the grass in lawns and pastures favouring hilly sites.

Cap hygrophanous, meaning it changes colour based on moisture. When moist, it ranges from ochraceous to dark chestnut brown, often with a greenish-blue tinge. Radial lines are visible when moist. When dry, it turns pale yellow-brown. It varies in shape from sharply conical to bell-shaped, often with a prominent papilla. It does not change shape considerably as it ages. The cap margin is initially rolled inward but unrolls to become straight or even curled upwards in maturity. Gills moderately crowded together, and they have a narrowly adnexed to almost free attachment to the stem. They are olive-grey, to begin with, but turn purple-black as the spores mature. Stem slender, yellowish-brown and usually slightly thicker towards the base. The mushroom has a thin cobweb-like partial veil that does not last long before disappearing. Sometimes, the partial veil leaves an annular zone on the stipe that may be darkened by spores. Spore print very dark purple-brown.

Microscopic Features: The spores are ellipsoidal in shape and have a smooth surface. They measure 11.5-14.5 9渭m in length and 7-9 9渭m in width.

Psilocybe semilanceata on the www.first-nature.com web site.",psilocybe_semilanceata
coral_fungi,Gomphaceae,Europe,3-8 cm dianter * 4-11 cm tall,"Ramaria lutea is a medium-sized, ochre-yellow fungus that is repeatedly branching and coral-like. The mushroom forms ectomycorrhizal associations with oak, beech, and spruce trees in calcareous soil. The plant habitat consists of beech forests, oak-hazel groves, or calcareous spruce forests, primarily coniferous forests. It grows solitary or more typically in extensive troops on woody debris.

Fruiting body ochraceous tinged buff, becoming darker with age, repeatedly branching coral-line with pointed forked tips. The branches are cylindrical or laterally compressed arising from a pallid stout stem. The flesh in the stem is white, glossy, elastic and tough, and in older fruiting bodies, gelatinous. Spore print yellow or ochre.

Microscopic Features: The spores are warty, cylindrical, approximately 7.5鈥? 脳 4鈥?.5 碌m in size.

Similar species: The Ramaria genus comprises approximately 200 species of which many are so similar to each other that they can be distinguished only with a microscope.

Ramaria genus on Wikipedia.",ramaria_lutea
pine_firefungus,Rhizina undulata,"North America, Europe",2-10 cm diameter,"Rhizina undulata, also known as Pine firefungus, is a large, irregular, brown or black fungus that grows in clusters on burned soil or conifer debris. The mushroom is parasitic on conifer seedlings and has caused considerable damage to tree plantations worldwide.  It grows infrequently from early summer to early autumn.

Fruiting body flat, with irregular lobes, and attached to the growing surface on the entire lower side by numerous whitish to yellowish rhizoids resembling plant roots. The margin is pale yellow, similar to the underside, and wavy and irregular, while the rest of the fruiting body is dark purple-brown to blackish. Surface sticky as moist. In very young fruit bodies, the surface is white. The brown colour initially appears in the centre and expands rapidly thereafter. The flesh is reddish brown, tough and thick. Spores dark brown or black.

Microscopic Features: The spores are fusiform (fuse-shaped), apiculate, minutely verricose when mature, with one or two oil drops. They measure 30鈥?0 碌m in length and 8鈥?1 碌m in width.

Rhizina undulata on Wikipedia.
",rhizina_undulata
collared_mosscap,Tricholomataceae,"Europe, North America","Cap 0.5-1 cm diameter, stem 2-4 cm tall * 0.1-0.2 cm thick","Rickenella swartzii is a tiny agaric that is pale grey to grey-brown. The cap centre (navel) is almost black while it is cream-coloured at the margin. The top of the stem is tinged dark violet. It grows in scattered trooping groups in lawns and other grasslands, typically with moss.

Cap initially convex and then expands to become nearly flat, occasionally having a central depression that gives it an infundibuliform (funnel-like) shape. The cap's margin is usually curved downward and is occasionally wavy. The colour of the cap is dark brown at the centre (disc) and transitions to a pale tan shade towards the margin. The flesh is cream-coloured and very thin. Gills pallid, deeply decurrent, fairly well-spaced, at first whitish, then cream-coloured. Stem rounded and mostly equal in width, with a slight enlargement at the apex. Its surface is similar to the cap, with a powdery texture (pruinose), particularly at the apex. As the mushroom ages, the stem becomes almost smooth (nearly glabrous). The colour of the stem ranges from dark vinaceous-brown to bluish-black at the apex, transitioning to a pale buff-orange shade below. There is no partial veil present. Spore print whitish.

Microscopic Features: The spores are elliptical in face-view, slightly inequilateral in profile, and measure approximately 4.0-5.5 (6) x 2.5-3.5 碌m. They have a smooth surface, thin walls, granular contents, and a well-developed hilar appendage. The spores are inamyloid.

Rickenella swartzii on the mykoweb.com Web site.",rickenella_swartzii
satan's_bolete,Boletaceae,"Europe, (North America)","Cap 8-25 cm diameter, stem 6-9 cm tall * 5-10 cm diameter","Rubroboletus satanas (formerly Boletus satanas), commonly known as Satan's Bolete, is a fleshy bolete with a smooth, bun-shaped cap that is almost white. It can be identified by its orange to blood-red pores and prominent yellow to blood-red net pattern. Additionally, it has a stout, yellow to red stem.

Cap compact, at first it is hemispheric with an inrolled margin, later flattening in the shape of a pad, and in older specimens, it is bent irregularly. The pileus at first greyish white, later more greenish ochre or leather colour. The surface of the cap is finely tomentose, later smooth, and often slightly sticky in wet weather. Pores are small, circular, and red, sometimes blood-red, but orange at the margin. The free to slightly adnate tubes are yellow then olive, blue were cut. Stem yellow background covered with a hexagonal close-meshed net that starts bright red and turns dark blood-red. Often very bulbous and usually wider than it is long. When young almost spherical. Spore print olivaceous brown.

Microscopic Features: The spores are subfusiform, measuring 9.5-15 x 4.5-7碌m.

Note: In North America, another bolete known as Satan's Bolete, with red pores and red stems, is sometimes referred to as Boletus satanas. The European species is unlikely to be found in America, but a similar bolete called Rubroboletus eastwoodiae, also known as Satan's Bolete, does exist there.

Rubroboletus satanas on the www.first-nature.com web site.

Photos by Holger Krisp and licensed under the Creative Commons Attribution 3.0 Unported license.
",rubroboletus_satanas
hot_russula,Russulaceae,Europe,"Cap 5-20 cm diameter, stemp 2-8 cm tall * 1-4 cm thick","Russula acrifolia is a large species with a grey to dark-brown cap, characterized by a depressed centre and a sturdy stem. The cap turns red when injured, but later changes to a blackish-grey hue. The mushroom typically grows in rich soils beneath various deciduous and coniferous trees.

Cap convex or slightly funnel-shaped. Whitish or olive-coloured cuticle, turning reddish-brown when rubbed. The crumbly but firm flesh is off-white when cut, slowly turning red and then black. Gills slightly decurrent, cream-coloured, staining brown when rubbed. Stem white in colour (also turning brown when rubbed). The stem has no ring. Spore print white.

Microscopic Features: Spores measure 6.5-8.5 microns in length and 5.5-7.5 microns in width, showing an elliptical shape with slight ornamentation.",russula_acrifolia
winecork_brittlegill,Russulaceae,Europe,"Cap 5-15 cm diameter, stemp 3-8 cm tall * 2-4 cm thick","Russula adusta, also known as the Winecork Brittlegill, is a medium to large mushroom with light brown caps that feature a deep central depression, and a slightly viscid or slimy surface when wet. The mushroom typically fruits singly or in small scattered groups, but it is not easily seen due to usually being under thick leaf litter, where it remains well camouflaged.

Cap initially convex with a turned edge, later becoming convex-spread, concave-spread with a deep central depression. It is smooth, dry, matte, and somewhat sticky when wet, changing from whitish to various shades of brown, yellow-brown and black-brown. Gills slightly decurrent, cream-coloured and thick. Stem white, cylindrical or club-shaped, smooth or slightly vertically wrinkled, dense. It has no ring or volva. Spore print white.

Microscopic Features: Spores measure 6.5 to 8.5 microns in length and 5.5 to 7.5 microns in width, displaying an elliptical shape with subtle ornamentation.",russula_adusta
green_brittlegill,Russulaceae,"Europe, North America","Cap 4-9 cm diameter, stem 4-8 cm tall * 0.7-2 cm thick","Russula aeruginea, also known as Green Brittlegill, has a convex to depressed green cap that is often marked with rust- to red-brown spots and frequently has furrows at the margin. The mushroom grows alone or in scattered groups on soil under birch.

Cap convex when young, becoming broadly convex to flat with a shallow depression. It is somewhat sticky and shiny, pale green to light grey-green, more rarely olive green and the skin can easily be peeled off halfway to the centre. The flesh is white, moderately thick, granular and brittle and not changing when sliced. Gills adnexed (attached to the stem at an angle), close together and often fork near the stem. The colour ranges from creamy to pale yellow, sometimes developing brown spots in certain areas. Stem white, sometimes with rust spotting, more or less equal, smooth. The flesh is white, fairly firm but brittle and full. It has no ring. Spore print cream-yellow coloured.

Microscopic Features: Spores are ellipsoidal, measuring 6-10 x 5-7渭m (excluding spines). They have rounded warts, about 0.7渭m tall, interconnected by a few fine lines, forming a partial network.

Similar species include Amanita phalloides (Death Cap) which has a ring and is not a Russula.

Russula aeruginea on the First Nature Web site.

Russula aeruginea on the MushroomExpert.Com Web site.",russula_aeruginea
yellow_swamp_brittlegill,Russulaceae,"Europe, North America","Cap 4-10 cm diameter, stem 4-10 cm tall * 1-2 cm thick","Russula claroflava, also known as Yellow Swamp Brittlegill, is a brightly coloured agaric that has a convex to flat, vivid yellow cap. It grows with birch in very damp or boggy woodland.

Cap convex when young, becoming broadly convex or nearly flat with age. It's tacky to sticky when fresh, but dries quickly. The cap is bright yellow, which diminishes with age, and the margin becomes slightly lined. The skin can easily be peeled off halfway to the centre. The flesh is white and staining and aging slowly grey. Gills at first white, then creamy yellow but discolouring grey with age. Older ones can have grey or black edges,  more or less free or reaching but not connected to the stem and fairly crowded. Stem is white, turns grey with age, more or less equal, fairly stout, and smooth. It has no ring. Spore print pale ochre-yellow.

Microscopic Features: Spores are ellipsoidal, measuring 8-9.5 x 6.5-8渭m (excluding spines). They are ornamented with mainly-isolated blunt warts, reaching up to 0.6渭m in height and connected by only a few lines.

Russula claroflava on the www.first-nature.com web site.

Russula claroflava on the MushroomExpert.Com web site.",russula_claroflava
copper_brittlegill,Russulaceae,"Europe, North America","Cap 4.5-11 cm diameter, stem 4.5-10 cm tall * 1-2.5 cm thick","Russula decolorans, also known as Copper Brittlegill, is a medium to large agaric that has a distinctively coloured, often brick-red cap, pale yellow gills and white stem. All parts of the mushroom are greying or blackening. The mushroom grows with conifers, often in bogs. It thrives solitarily, in scattered clusters, or sometimes in large groups during the summer and fall seasons.

Cap as young almost completely round, then convex to flat, often with a depressed center. At first bright orange-yellow, then more subdued brick-red, sometimes with a darker centre. Sticky in damp weather, and has smooth skin that can be removed, but not easily. The flesh is white, hard and staining slowly grey to black when sliced. Gills at first white, then creamy yellow and finally grey. Reaching but not attached to the stem. Stem is white, greying readily when bruised or with age, more or less equal or somewhat club-shaped, stout, and smooth. The stem has no ring. Spore print pale yellow.

Microscopic Features: The spores are elliptical in shape, measuring approximately 9-14 碌 in length and 7-10 碌 in width. They exhibit isolated warts, which can reach a height of up to 1.5 碌. Additionally, there are only a few connectors scattered throughout the spore surface.

Russula decolorans on the MushroomExpert.Com Web site.",russula_decolorans
the_sickener,Russulaceae,"Europe, North America","Cap 3-10 cm diameter, stem 4-9 cm tall * 0.7-2 cm thick","Russula emetica, also known as The Sickener, is a medium-sized agaric with a convex to slightly depressed, scarlet-red cap. It is found mainly beneath conifers (pines and spruces in particular) and occasionally also on mossy (fairly wet) heathland. The mushroom is known for its intensely hot taste.

Cap convex to slightly depressed, and often shiny scarlet or cherry red, becoming sticky at wet. The skin can be peeled off at least halfway to the centre and the flesh of Russula emetica is pink beneath the cuticle. Gills are whitish, becoming pallid straw, more or less free, brittle, and narrow. Stem white, cylindrical, sometimes yellowing slightly with age. The base is slightly clavate. It has no ring. Spore print white or very pale cream.

Microscopic Features: Spores are ellipsoidal, measuring 8-11 x 7.5-8.5碌m, and have conical warts that are up to 1.2碌m tall. These warts are connected by narrow lines, forming a well-developed reticulum.

Russula emetica on the www.first-nature.com web site.
",russula_emetica
russet_brittlegill,Russulaceae,"Europe, North America","Cap 5-10 cm diameter, stem 3-8 cm tall * 1.5-4 cm thick","Russula mustelina, also known as Russet brittlegill, is a medium to large agaric with a brown cap and cream gills that soon discolor to brown. The mushroom grows solitarily or in scattered groups on soil under conifers.

Cap is ochraceous-brown, becoming darker toward the centre. It starts as convex with a strongly incurved or inrolled margin, later slightly expanding. The surface is smooth or slightly sticky, and the cuticle peels halfway toward the centre. The flesh is white, moderately thick, hard and brittle. Gills cream or straw-coloured, becoming spotted or discoloured brown, adnate or emarginate, forking, soft and flexible, narrow, and crowded. Stem whitish, staining brown, more or less equal, stout, pruinose near the apex, otherwise smooth. The stem flesh is white, hard and brittle. It has no ring. Spore print creamy to yellow.

Microscopic Features: Spores are subglobose to subovoid to subellipsoid, measuring 7.6-10.5 x 6.5-9 渭m. They have low isolated warts, heavy ridges, and fine lines, sometimes creating a broken reticulum. Spores have thin walls.

Russula mustelina on the  MykoWeb Web site.",russula_mustelina
tall_bog_russula,Russulaceae,"Europe, North America","Cap 6-20 cm diameter, stem 5-14 cm tall * 1-3 cm thick","Russula paludosa, also known as Tall Bog Russula, is taller and larger than most russulas. It has a convex to depressed, orange-red cap, with yellow discolouration in the centre and a slightly sticky surface when damp. The mushroom is mycorrhizal and occurs in coniferous woodlands and in peat bogs, preferably under pine trees, where it forms mycorrhizae. Locally it can be very common.

Cap coloured a distinctive bloody red, pink or purple. Sometimes it may show a yellowish or orange tinge in the centre. At first convex, later flattened and depressed, shiny or somewhat sticky when damp. The cuticle can easily be peeled off halfway to the centre. The flesh is fragile, white, with a mild taste and without scent. It quickly becomes soft and spongy and also greyish. Gills are cream or pallid ochraceous, adnexed, brittle, narrow, and strongly interveined. Stem white or tinged pink, more or less equal or tapering slightly upwards, smooth. The stem flesh is white, fragile, and stuffed. The stem has no ring. Spore print deep cream to dark ochre.

Microscopic Features: The spores are broadly ellipsoidal to globose, measuring 8-10.5 x 7-8渭m. They have large warts, some up to 1.2渭m tall, and are partially connected, forming a reticulate network.

Note: The mushrooms resembling Russula paludosa in North America may not necessarily be this exact species.

Russula paludosa on the www.first-nature.com web site.",russula_paludosa
coral_brittlegill,Russulaceae,Europe,"Cap 3-12 cm diameter, stem 3-8 cm tall * 1.5-3 cm thick","Russula velenovskyi, also known as Coral Brittlegill, is a medium to large Russula with a cap that varies from red, orange-red to pink-red. It grows either solitarily or in scattered groups on the soil in deciduous forests alongside birches.

Cap almost globose at first, then flattening and with a depression, often with a low umbo, red, coral, brick, wine- or flesh-coloured, pale ochre or buff in places, fleshy, two-thirds peeling. Gills adnexed, creamy white and sometimes reddish, brittle and narrow. Stem whitish, often tinged pink especially near the base and more or less equal in width. The stem flesh is white, stuffed, firm and brittle. The stem has no ring. Spore print deep cream.

Microscopic Features: The spores are ovoid with warts up to 0.7  碌m  high, with a very few thin lines, 6.5 x 5.5 碌m.",russula_velenovskyi
the_flirt,Russulaceae,"Europe, North America?","Cap 5-10 cm diameter, stem 3-10 cm tall * 1.5-3 cm thick","Russula vesca, also known as The Flirt, is a medium to large Russula with a cap that varies from violet to buff in colour. A distinctive feature is its cuticle, which shrinks from the margin. It possesses pale cream gills and a whitish stem. This mushroom grows either solitarily or in scattered groups on the soil under broadleaf trees

Cap variable from violaceous to buff, generally pallid, sometimes with a greenish tinge It is first convex, becoming flattened-convex and later slightly depressed. The cuticle is peeling halfway to the centre and retracting from the margin. The flesh is white, brittle and firm.Gills adnexed, with a white colour or a very pale cream hue. They are spaced relatively close together, splitting in a forked manner close to the stem. Stem whitish sometimes with a violaceous tinge and more or less equal in width. The stem flesh is white, stuffed, firm and brittle. The stem has no ring. Spore print white.

Microscopic Features: The spores are ovoid (egg-shaped), measuring 6.4-8 x 5.3-5.8碌m. They have warts up to 0.5碌m tall, often separate but occasionally connected.

Note: It is unclear to me whether this species occurs in North America. Some sources say it does, while others say it does not.

Russula vesca on the www.first-nature.com web site.",russula_vesca
darkening_brittlegill,Russulaceae,Europe,"Cap 5-14 cm diameter, stem 6-12 cm tall * 1-3 cm thick","Russula vinosa, also known as Russula obscura, is a medium-sized agaric mostly found with pine.

Cap variably, brown-spotted, wine red, at first convex, becoming flattened or somewhat depressed. Margin is faintly sulcate when old, otherwise, it is smooth, cuticle peeling to two-thirds. The flesh is white, blackening where damaged, thick and brittle. Gills cream coloured, crowded, adnexed and tinged grey with age. Stem is white but often tinged rose or greyish, blackening where bruised, somewhat club-shaped. It has no ring. Spore print white or pale cream.

Microscopic Features: The spores of Russula obscura (Russula vinosa) are small, white, and typically elliptical or subglobose, measuring around 7 to 10 micrometres in length.",russula_vinosa
crab_russula,Russulaceae,"Europe, North America",Cap 5-14 cm diameter; stem 3-11 cm tall * 1-3 cm diameter,"Russula xerampelina, also known as Crab Russula, is a medium to large agaric that has a hard-fleshed cap whose colour varies but is often dark red or purple. Mature plants have a fishy odour. All parts slowly stain dingy yellow-brown when cut or bruised. The mushroom can be found in both deciduous and coniferous woodlands, often associating with trees such as oak, beech, pine, spruce, and fir. The species prefers well-drained soils and is often observed during the late summer and autumn months.

Cap convex, becoming later flat, with a broad, shallow depression. Surface sticky when moist, but soon dry; smooth - not streaked or warty. The Colour is most often dark red, but may be dark purple, pink, green or brown, often with traces of yellow. The flesh is white but discolouring slowly yellowish brown to brownish or brown when sliced. Gills  broad, initially attached to the stem, but may separate as they mature. Close, crowded, or slightly spaced, changing from white/creamy to yellowish-orange as they age. Stem more or less equal, dry, fairly smooth and solid at first, later spongy. Surface white or flushed with pink. It has no ring. Spore print creamy, yellowish, or orangish yellow.

Microscopic Features: The spores are ellipsoidal, 8-11 x 6.5-8渭m, with scattered isolated warts up to 0.8渭m tall, not forming a closed network.

Russula xerampelina on the first-nature.com Web site.

Russula xerampelina on the MushroomExpert.Com Web site.",russula_xerampelina
scaly_tooth,Bankeraceae,Europe,"Cap 10-25 cm diameter, stem 4-7 cm tall * 2-4 cm thick","Sarcodon squamosus, also known as Scaly Tooth, is a large mushroom that has a coarsely scaly, pale brown cap with dark greyish, spiny under-surface. It grows particularly with pines, solitary or in scattered groups, on the soil in coniferous woods.

Cap pale brown, decorated with coarse darker grey scales, erect at the centre, more flattened towards the incurved margin, arranged in concentric rows. It is at first shallowly convex, then flattened or slightly depressed at the centre. It is at first whitish, becoming grey, remaining pallid at the base, equal or somewhat clavate towards the base, downy. Flesh white, thick in the cap centre and firm. Spines 4 to 10mm long, decurrent, white or pale buff, turning purple-brown with age. Stem white, becoming brown at maturity and centrally positioned. The stem flesh is white throughout. Spore print brown.

Microscopic Features: Spores are irregularly spherical or sub-globose, measuring 6.5-8 x 5-6碌m, ornamented with prominent warts.

Sarcodon squamosus on the www.first-nature.com web site.",sarcodon_squamosus
old_man_of_the_woods,Boletaceae,"Europe, North America and Asia","Cap 4-10 cm diameter, stem 8-12 cm tall * 2 cm thick","Strobilomyces strobilaceus, commonly known as Old Man of the Woods, is a medium to large bolete which is characterized by very soft dark grey to black pyramidal and overlapping scales on the cap surface. It is commonly found in forests with a mix of coniferous and deciduous trees in moist and shaded environments.

Cap at first convex-shaped and flatten out with age. It is covered with upright blackish scales that are woolly when the caps are young, becoming firmer on ageing specimens. The underlying cap colour ranges from almost white through shades of greyish brown to almost entirely black. Pores on the underside of the cap are hexagonal, coloured dirty white or grey. The flesh is thick and initially white but will stain pink and then slate grey and black after exposure to the air. Stem coloured like the cap and has a woolly surface and a thick, ascending ring-like structure at the top. Spore print blackish brown to black.

Microscopic Features: Spores are ellipsoidal, measuring 9-15 x 8-12渭m, and have a finely meshed pattern.

Synonyms: The name Strobilomyces floccopus is commonly used for the mushroom in North America.

Strobilomyces strobilaceus on the First Nature Web site.

Strobilomyces genus  on the MushroomExpert.Com Web site.",strobilomyces_strobilaceus
spruce_cone_cap,Marasmiaceae,Europe,"Cap 1-2 cm diameter, stem 2-7 cm tall * 0.1-0.2 cm thick","Strobilurus esculentus, also known as the Spruce Cone Cap, is a small agaric with a brown, conical cap and whitish gills.  It can often be found in the spring on and around fallen spruce cones. This species never occurs on pine cones.

Cap brownish grey, convex, becoming flattened, smooth. The flesh is white and thin. It can also be off-white or brownish-black. Gills crowded, white, and somewhat sinuate. Stem thin, elongated, lighter at the top and darker at the bottom. Woolly strands are visible at the base. Spore print white. 

Microscopic Features: The spores are elongated-ellipsoidal, and the cystids take on an elongated-fusiform shape.

Similar species include Strobilurus stephanocystis and Strobilurus tenacellus which favour pine cones.",strobilurus_esculentus
pine_cone_cap,Marasmiaceae,Europe,"Cap 1-2 cm diameter, stem 2-7 cm tall * 0.1-0.2 cm thick","Strobilurus stephanocystis, also known as Pine Cone Cap is a small agaric with a tawny-brown cap and whitish gills that grows solitary or in small groups, attached to buried or partly buried pine cones.

Cap brown or tawny; at first convex, becoming flattened, smooth. The edge of the cap, is sometimes lighter than its centre. The cap flesh is white and thin. Gills whitish cream, adnexed and crowded. Stem pallid and coloured as the cap, finely silky-pruinose, tapering slightly upwards, typically deeply rooting. The mushroom has no ring. The flesh is white, fragile and hollow. Spore print white.

Microscopic Features: The spores are smooth, ellipsoidal, non-amyloid, and lack droplets. They have a size of  6 to 10 碌min length and 3 to 4 碌m in width.

Similar species include Strobilurus esculentus which favor spruce cones.",strobilurus_stephanocystis
conifer_roundhead,Strophariaceae,"Europe, North America","Cap 6-15 cm diameter, stem 6-12 cm tall * 1-2 cm thick","Stropharia hornemannii, also known as Conifer Roundhead, is a medium-sized to large agaric with a large slimy purple or olive cap whose gills become purplish with age. The stalk is long and adorned with remnants of the white sheath, extending up to a prominent ring. This mushroom tends to grow in clusters and is often found fruiting from well-decayed wood.

Cap convex to broadly conic as young, sticky, and ranges in colour from reddish-brown to violet-brown or brown. As it matures, the cap becomes broadly convex, nearly flat, or broadly bell-shaped, and it usually fades to tan or pale yellowish brown. The cap is bald, occasionally showing slight radial streaks, and often has white veil remnants near the margin. Gills fairly crowded, initially adnate (broadly attached to the stem) but may be slightly detaching with age. Initially pale grey, they later turn purplish grey to purple-black. Stem more or less equal with a persistent white ring, grooved on the upper surface and dusted with purple-black spore dust. Below the ring, it appears shaggy-scaly with whitish girdles, particularly when young. Spore print purple brown.

Microscopic Features: Spores are smooth, ellipsoidal, measuring 11-13 x 6-6.5渭m, and do not have a germ pore.

Stropharia hornemannii on the first-nature.com Web site.

Stropharia hornemannii on the MushroomExpert.Com Web site.",stropharia_hornemannii
american_slippery_jack,Boletaceae,North America,"Cap 3鈥?0 cm diameter, stem 3鈥? cm cm tall * 0.4鈥? cm cm diameter","Suillus americanus, also known as American slippery Jack, is a small- to medium-sized bolete with a slimy, bright yellow cap. The mushroom grows singly or in clusters on soil in association with pines, particularly eastern white pine.

Cap broadly convex with a small umbo (a central elevation) to flat with age. The margin has a soft cottony, yellowish veil material which leaves brownish patches as it dries. The colour is bright yellow with red or brownish streaks and hairy patches. When the fruit body is young and moist, the surface is slimy. Pores angular (slightly wider than long) and yellow. Stem cylindric, more and less equal, though, slender, often bent. Occasionally with a ring or ring zone, but usually bare. The colour is yellow and it is often dotted with brown spots. Spore print light brown to brownish orange.

Microscopic Features: Spores measure 8鈥?0.5 x 3鈥? 碌m, having a boletoid-fusiform shape, smooth surface, and appearing hyaline to yellowish in KOH.

Suillus americanus on the MushroomExpert.Com Web site.",suillus_americanus
cow_mushroom,Boletaceae,"Europe, Asia, North America and Australia","Cap 3-10 cm diameter, stem 4-6 cm tall * 0.5-1 cm thick","Suillus bovinus, also known as the Cow mushroom, is a small, orange-rusty brown bolete, with a convex to flat cap and short, ringless stem. The mushroom occurs often in large groups beneath pine trees, often beside forest paths, in clearings and at the edges of woods. 

Cap grey-yellow or ochre with a pink tinge, initially convex, then flat with a wavy margin. The flesh is spongy and rubbery, whitish, yellowish or clay-coloured and has a fruity smell. Pores at first pallid olive or buff, becoming more ochraceous with age, angular, compound, unequal, and large. The tubes are sometimes slightly decurrent to the stem. Stem pallid yellowish sienna, more or less equal or tapering at the base. Unlike many members of the Suillus genus, it does not have a stem ring. Spore print olive-green or brown.

Microscopic Features: The spores are smooth and subfusiform, measuring 8-10渭m in length and 3-4渭m in width.

Suillus bovinus on the www.first-nature.com web site.",suillus_bovinus
